2514,"*[[Jan z Lublina]] (fl. 1537–1548)","Jan z Lublina"
2515,"*[[Leoš Janáček]] (1852–1928)","Leoš Janáček"
2516,"*[[Clément Janequin]] (c. 1485 – 1558)","Clément Janequin"
2517,"*[[Johann Gottlieb Janitsch]] (1708–1763)","Johann Gottlieb Janitsch"
2518,"*[[Leopold Jansa]] (1795–1875)","Leopold Jansa"
2519,"*[[Guus Janssen]] (born 1951)","Guus Janssen"
2520,"*[[Peter Janssens]] (1934–1998)","Peter Janssens"
2521,"*[[Antonius Janue]] (fl. c. 1460)","Antonius Janue"
2522,"*[[Jean Japart]] (fl. c. 1474–1481)","Jean Japart"
2523,"*[[Armas Järnefelt]] (1869–1958)","Armas Järnefelt"
2524,"*[[Georg Jarno]] (1868–1920)","Georg Jarno"
2525,"*[[Ivan Mane Jarnović]] (Giornovichi) (1747–1804)","Ivan Mane Jarnović"
2526,"*[[Jean Michel Jarre]] (born 1948)","Jean Michel Jarre"
2527,"*[[Maurice Jarre]] (1924–2009)","Maurice Jarre"
2528,"*[[Michael Jarrell]] (born 1958)","Michael Jarrell"
2529,"*[[Adam Jarzębski]] (c. 1590 – c. 1648)","Adam Jarzębski"
2530,"*[[Maurice Jaubert]] (1900–1940)","Maurice Jaubert"
2531,"*[[Harris Jayaraj]] (born 1975)","Harris Jayaraj"
2532,"*[[Johannes Jeep]] (1581/1582–1644)","Johannes Jeep"
2533,"*[[George Jeffreys (composer)|George Jeffreys]] (c. 1610 – 1685)","George Jeffreys (composer)"
2534,"*[[Jehan de Lescurel]]<!--Referred to as ""Jehan"", not ""de Lescurel""-->({{fl|early 14th century}})<ref>{{cite encyclopedia |author-link=:de:Wulf Arlt |author=Arlt, Wulf |year=2001 |encyclopedia=[[Grove Music Online]] |title=Jehannot de l'Escurel |publisher=[[Oxford University Press]] |location=Oxford |access-date=23 November 2020 |doi=10.1093/gmo/9781561592630.article.14242 |isbn=978-1-56159-263-0 |url-access=subscription |url=https://www.oxfordmusiconline.com/grovemusic/view/10.1093/gmo/9781561592630.001.0001/omo-9781561592630-e-0000014242 }} {{Grove Music subscription}}</ref>","Jehan de Lescurel"
2535,"*[[Sándor Jemnitz]] (1890–1963)","Sándor Jemnitz"
2536,"*[[John Jenkins (composer)|John Jenkins]] (1592–1678)","John Jenkins (composer)"
2537,"*[[Karl Jenkins]] (born 1944)","Karl Jenkins"
2538,"*[[Davorin Jenko]] (1835–1914)","Davorin Jenko"
2539,"*[[Thomas Jennefelt]] (born 1954)","Thomas Jennefelt"
2540,"*[[Gustav Jenner]] (1865–1920)","Gustav Jenner"
2541,"*[[David Jennings (composer)|David Jennings]] (born 1972)","David Jennings (composer)"
2542,"*[[Leon Jessel]] (1871–1942)","Leon Jessel"
2543,"*[[Willem Jeths]] (born 1959)","Willem Jeths"
2544,"*[[Maistre Jhan]] (c. 1485 – 1538)","Maistre Jhan"
2545,"*[[František Jiránek]] (1698–1778)","František Jiránek"
2546,"*[[Joseph Joachim]] (1831–1907)","Joseph Joachim"
2547,"*[[John IV of Portugal|João IV]] (John IV of Portugal) (1603–1656)","John IV of Portugal"
2548,"*[[Antônio Carlos Jobim]] (1927–1994)","Antônio Carlos Jobim"
2549,"*[[Gunnar Johansen]] (1906–1991)","Gunnar Johansen"
2550,"*[[Alan John]] (born 1958)","Alan John"
2551,"*[[David C. Johnson]] (1940–2021)","David C. Johnson"
2552,"*[[David Earle Johnson]] (died 1998)","David Earle Johnson"
2553,"*[[David N. Johnson]] (1922–1987)","David N. Johnson"
2554,"*[[John Johnson (composer)|John Johnson]] (fl. 1579–1594)","John Johnson (composer)"
2555,"*[[Laurie Johnson]] (born 1927)","Laurie Johnson"
2556,"*[[Robert Johnson (English composer)|Robert Johnson]] (c. 1583 – c. 1633)","Robert Johnson (English composer)"
2557,"*[[Tom Johnson (composer)|Tom Johnson]] (born 1939)","Tom Johnson (composer)"
2558,"*[[Ben Johnston (composer)|Ben Johnston]] (1926–2019)","Ben Johnston (composer)"
2559,"*[[Fergus Johnston]] (born 1959)","Fergus Johnston"
2560,"*[[Jim Johnston (composer)|Jim Johnston]] (born 1959)","Jim Johnston (composer)"
2561,"*[[Betsy Jolas]] (born 1926)","Betsy Jolas"
2562,"*[[André Jolivet]] (1905–1974)","André Jolivet"
2563,"*[[Niccolò Jommelli]] (1714–1774)","Niccolò Jommelli"
2564,"*[[Jens Joneleit]] (born 1968)","Jens Joneleit"
2565,"*[[Daniel Jones (composer)|Daniel Jones]] (1912–1993)","Daniel Jones (composer)"
2566,"*[[Edwin Arthur Jones]] (1853–1911)","Edwin Arthur Jones"
2567,"*[[Quincy Jones]] (born 1933)","Quincy Jones"
2568,"*[[Richard Jones (composer)|Richard Jones]] (late 17th century – 1744)","Richard Jones (composer)"
2569,"*[[Robert Jones (composer)|Robert Jones]] (c. 1577 – 1617)","Robert Jones (composer)"
2570,"*[[Ron Jones (composer)|Ron Jones]] (born 1954)","Ron Jones (composer)"
2571,"*[[Samuel Jones (composer)|Samuel Jones]] (born 1935)","Samuel Jones (composer)"
2572,"*[[Joseph Jongen]] (1873–1953)","Joseph Jongen"
2573,"*[[Scott Joplin]] (c. 1868 – 1917)","Scott Joplin"
2574,"*[[Mihail Jora]] (1891–1971)","Mihail Jora"
2575,"*[[Jens Josef]] (born 1967)","Jens Josef"
2576,"*[[Bradley Joseph]] (born 1965)","Bradley Joseph"
2577,"*[[Tyler Joseph]] (born 1988)","Tyler Joseph"
2578,"*[[Wilfred Josephs]] (1927–1997)","Wilfred Josephs"
2579,"*[[Josquin des Prez]] (c. 1450/1455–1521)","Josquin des Prez"
2580,"*[[John Joubert (composer)|John Joubert]] (1927–2019)","John Joubert (composer)"
2581,"*[[Gilles Joye]] (c. 1424/1425–1483)","Gilles Joye"
2582,"*[[T. R. G. Jozé]] (1853–1924)","T. R. G. Jozé"
2583,"*[[Hans Judenkünig]] (Judenkönig) (c. 1445/1450–1526)","Hans Judenkünig"
2584,"*[[Gilles Jullien]] (c. 1651/1653–1703)","Gilles Jullien"
2585,"*[[Louis Antoine Jullien]] (1812–1860)","Louis Antoine Jullien"
2586,"*[[Junkie XL]] (born 1967)","Junkie XL"
2587,"*[[Paul Juon]] (1872–1940)","Paul Juon"
2588,"*[[Dmitri Kabalevsky]] (1904–1987)","Dmitri Kabalevsky"
2589,"*[[Miloslav Kabeláč]] (1908–1979)","Miloslav Kabeláč"
2590,"*[[Jeronimas Kačinskas]] (1907–2005)","Jeronimas Kačinskas"
2591,"*[[Bert Kaempfert]] (1924–1980)","Bert Kaempfert"
2592,"*[[Mauricio Kagel]] (1931–2008)","Mauricio Kagel"
2593,"*[[Yuki Kajiura]] (born 1965)","Yuki Kajiura"
2594,"*[[Vasily Kalinnikov]] (1866–1901)","Vasily Kalinnikov"
2595,"*[[Johannes Kalitzke]] (born 1959)","Johannes Kalitzke"
2596,"*[[Jan Kalivoda]] (Kalliwoda) (1801–1866)","Jan Kalivoda"
2597,"*[[Friedrich Kalkbrenner]] (1785–1849)","Friedrich Kalkbrenner"
2598,"*[[Emmerich Kálmán]] (1882–1953)","Emmerich Kálmán"
2599,"*[[Manolis Kalomiris]] (1883–1962)","Manolis Kalomiris"
2600,"*[[Antonín Kammel]] (1730–1788)","Antonín Kammel"
2601,"*[[Shigeru Kan-no]] (born 1959)","Shigeru Kan-no"
2602,"*[[Giya Kancheli]] (1935–2019)","Giya Kancheli"
2603,"*[[John Kander]] (born 1927)","John Kander"
2604,"*[[Yoko Kanno]] (born 1964)","Yoko Kanno"
2605,"*[[Yugo Kanno]] (born 1977)","Yugo Kanno"
2606,"*[[Božidar Kantušer]] (1921–1999)","Božidar Kantušer"
2607,"*[[Artur Kapp]] (1878–1952)","Artur Kapp"
2608,"*[[Eugen Kapp]] (1908–1996)","Eugen Kapp"
2609,"*[[Vítězslava Kaprálová]] (1915–1940)","Vítězslava Kaprálová"
2610,"*[[Johannes Hieronymus Kapsberger]] (c. 1580 – 1651)","Johannes Hieronymus Kapsberger"
2611,"*[[Nikolai Kapustin]] (1937–2020)","Nikolai Kapustin"
2612,"*[[Sigfrid Karg-Elert]] (1877–1933)","Sigfrid Karg-Elert"
2613,"*[[Mieczysław Karłowicz]] (1876–1909)","Mieczysław Karłowicz"
2614,"*[[Kjell Karlsen]] (1931–2020)","Kjell Karlsen"
2615,"*[[Kjell Mørk Karlsen]]  (Born 1947)","Kjell Mørk Karlsen"
2616,"*[[Jurgis Karnavičius (composer)|Jurgis Karnavičius]] (1884–1941)","Jurgis Karnavičius (composer)"
2617,"*[[Laura Karpman]] (born 1959)","Laura Karpman"
2618,"*[[Leonard Kastle]] (1929–2011)","Leonard Kastle"
2619,"*[[Jean-Georges Kastner]] (1810–1867)","Jean-Georges Kastner"
2620,"*[[Elena Kats-Chernin]] (born 1957)","Elena Kats-Chernin"
2621,"*[[Rudolf Kattnigg]] (1895–1955)","Rudolf Kattnigg"
2622,"*[[Georgy Catoire|Georgy L'vovich Katuar]] (1861–1926)","Georgy Catoire"
2623,"*[[Georg Katzer]] (1935–2019)","Georg Katzer"
2624,"*[[Hugo Kauder]] (1888–1972)","Hugo Kauder"
2625,"*[[Georg Friedrich Kauffmann]] (1679–1735)","Georg Friedrich Kauffmann"
2626,"*[[Hiba Kawas]] (born 1972)","Hiba Kawas"
2627,"*[[Motoharu Kawashima]] (born 1972)","Motoharu Kawashima"
2628,"*[[Yakov Kazyansky]] (born 1948)","Yakov Kazyansky"
2629,"*[[William Henry Kearns]] (1794–1846)","William Henry Kearns"
2630,"*[[John Keeble (composer)|John Keeble]] (1711–1786)","John Keeble (composer)"
2631,"*[[Reinhard Keiser]] (1674–1739)","Reinhard Keiser"
2632,"*[[David Kellner]] (1670–1748)","David Kellner"
2633,"*[[Ernest Augustus Kellner]] (1792–1839)","Ernest Augustus Kellner"
2634,"*[[Johann Christoph Kellner]] (1736–1803)","Johann Christoph Kellner"
2635,"*[[Johann Peter Kellner]] (1705–1772)","Johann Peter Kellner"
2636,"*[[Michael Kelly (tenor)|Michael Kelly]] (1762–1826)","Michael Kelly (tenor)"
2637,"*[[T. C. Kelly]] (1917–1985)","T. C. Kelly"
2638,"*[[Hugh Kellyk]] (fl. c. 1480)","Hugh Kellyk"
2639,"*[[Joannes Florentius a Kempis]] (1635 – after 1711)","Joannes Florentius a Kempis"
2640,"*[[Nicolaus à Kempis]] (c. 1600 – 1676)","Nicolaus à Kempis"
2641,"*[[Martin Kennedy (composer)|Martin Kennedy]] (born 1978)","Martin Kennedy (composer)"
2642,"*[[Vincent Kennedy]] (born 1962)","Vincent Kennedy"
2643,"*[[Abraham van den Kerckhoven]] (c. 1618 – c. 1701)","Abraham van den Kerckhoven"
2644,"*[[Jacobus de Kerle]] (1531/1532–1591)","Jacobus de Kerle"
2645,"*[[Johann Caspar Kerll]] (1627–1693)","Johann Caspar Kerll"
2646,"*[[Jerome Kern]] (1885–1945)","Jerome Kern"
2647,"*[[Aaron Jay Kernis]] (born 1960)","Aaron Jay Kernis"
2648,"*[[Albert Ketèlbey]] (1875–1959)","Albert Ketèlbey"
2649,"*[[Tristan Keuris]] (1946–1996)","Tristan Keuris"
2650,"*[[Aram Khachaturian]] (1903–1978)","Aram Khachaturian"
2651,"*[[Rami Khalife]] (born 1981)","Rami Khalife"
2652,"*[[Zulfiqar Jabbar Khan]] (born 1994)","Zulfiqar Jabbar Khan"
2653,"*[[Ivan Khandoshkin]] (1747–1804)","Ivan Khandoshkin"
2654,"*[[Yuri Khanon]] (born 1965)","Yuri Khanon"
2655,"*[[Tikhon Khrennikov]] (1913–2007)","Tikhon Khrennikov"
2656,"*[[Aldine Silliman Kieffer]] (1840–1904)","Aldine Silliman Kieffer"
2657,"*[[Friedrich Kiel]] (1821–1885)","Friedrich Kiel"
2658,"*[[Wilhelm Kienzl]] (1857–1941)","Wilhelm Kienzl"
2659,"*[[Wojciech Kilar]] (1932–2013)","Wojciech Kilar"
2660,"*[[Wilhelm Killmayer]] (1927–2017)","Wilhelm Killmayer"
2661,"*[[Earl Kim]] (1920–1998)","Earl Kim"
2662,"*[[Johann Erasmus Kindermann]] (1616–1655)","Johann Erasmus Kindermann"
2663,"*[[Carole King]] (born 1942)","Carole King"
2664,"*[[Karl King]] (1891–1971)","Karl King"
2665,"*[[Matthew Peter King]] (c. 1773 – 1823)","Matthew Peter King"
2666,"*[[Gershon Kingsley]] (1922–2019)","Gershon Kingsley"
2667,"*[[John Kinsella (composer)|John Kinsella]] (1932–2021)","John Kinsella (composer)"
2668,"*[[George Kirbye]] (c. 1565 – 1634)","George Kirbye"
2669,"*[[Leon Kirchner]] (1919–2009)","Leon Kirchner"
2670,"*[[Theodor Kirchner]] (1823–1903)","Theodor Kirchner"
2671,"*[[Volker David Kirchner]] (1942–2020)","Volker David Kirchner"
2672,"*[[Johann Philipp Kirnberger]] (1721–1783)","Johann Philipp Kirnberger"
2673,"*[[Don Kirshner]] (1934–2011)","Don Kirshner"
2674,"*[[Simon Kiselicki]] (born 1974)","Simon Kiselicki"
2675,"*[[Caspar Kittel]] (1603–1639)","Caspar Kittel"
2676,"*[[Johann Christian Kittel]] (1732–1809)","Johann Christian Kittel"
2677,"*[[Uuno Klami]] (1900–1961)","Uuno Klami"
2678,"*[[Giselher Klebe]] (1925–2009)","Giselher Klebe"
2679,"*[[Leonhard Kleber]] (c. 1495 – 1556)","Leonhard Kleber"
2680,"*[[Bernhard Klein]] (1793–1832)","Bernhard Klein"
2681,"*[[Gideon Klein]] (1919–1945)","Gideon Klein"
2682,"*[[Richard Rudolf Klein]] (1921–2011)","Richard Rudolf Klein"
2683,"*[[Julian Klemczyński]] (1807/1810–1851)","Julian Klemczyński"
2684,"*[[Julius Klengel]] (1859–1933)","Julius Klengel"
2685,"*[[Paul Klengel]] (1854–1935)","Paul Klengel"
2686,"*[[Josef Klička]] (1855–1937)","Josef Klička"
2687,"*[[Karl Emanuel Klitzsch]] (1812–1889)","Karl Emanuel Klitzsch"
2688,"*[[Friedrich Klose]] (1862–1942)","Friedrich Klose"
2689,"*[[August Klughardt]] (1847–1902)","August Klughardt"
2690,"*[[Alexander Knaifel]] (born 1943)","Alexander Knaifel"
2691,"*[[Justin Heinrich Knecht]] (1752–1817)","Justin Heinrich Knecht"
2692,"*[[Andreas Kneller]] (1649–1724)","Andreas Kneller"
2693,"*[[Edward Knight (composer)|Edward Knight]] (born 1961)","Edward Knight (composer)"
2694,"*[[Lev Knipper]] (1898–1974)","Lev Knipper"
2695,"*[[Charles Knox]] (1929–2019)","Charles Knox"
2696,"*[[Sebastian Knüpfer]] (1633–1676)","Sebastian Knüpfer"
2697,"*[[Oliver Knussen]] (1952–2018)","Oliver Knussen"
2698,"*[[Marcelo Koc]] (1918–2006)","Marcelo Koc"
2699,"*[[Miklós Kocsár]] (1933–2019)","Miklós Kocsár"
2700,"*[[Zoltán Kodály]] (1882–1967)","Zoltán Kodály"
2701,"*[[Charles Koechlin]] (1867–1950)","Charles Koechlin"
2702,"*[[Graeme Koehne]] (born 1956)","Graeme Koehne"
2703,"*[[Alfred Koerppen]] (1926–2022)","Alfred Koerppen"
2704,"*[[Hans von Koessler]] (János Koessler) (1853–1926)","Hans von Koessler"
2705,"*[[Jan Koetsier]] (1911–2006)","Jan Koetsier"
2706,"*[[Karl Kohaut]] (1726–1784)","Karl Kohaut"
2707,"*[[Erland von Koch]] (1910–2009)","Erland von Koch"
2708,"*[[Günter Kochan]] (1930–2009)","Günter Kochan"
2709,"*[[Ludwig von Köchel]] (1800–1877)","Ludwig von Köchel"
2710,"*[[Ernesto Köhler]] (1849–1907)","Ernesto Köhler"
2711,"*[[Siegfried Köhler (conductor)|Siegfried Köhler]] (1923–2017)","Siegfried Köhler (conductor)"
2712,"*[[Ellis Kohs|Ellis B. Kohs]] (1916–2000)","Ellis Kohs"
2713,"*[[Joonas Kokkonen]] (1921–1996)","Joonas Kokkonen"
2714,"*[[Walter Kollo]] (1878–1940)","Walter Kollo"
2715,"*[[Pierre Kolp]] (born 1969)","Pierre Kolp"
2716,"*[[Karel Komzák I]] (1823–1893)","Karel Komzák I"
2717,"*[[Karel Komzák II]] (1850–1905)","Karel Komzák II"
2718,"*[[Koji Kondo]] (born 1961)","Koji Kondo"
2719,"*[[Johann Balthasar König]] (1691–1758)","Johann Balthasar König"
2720,"*[[Servaes de Koninck]] (c. 1654 – c. 1701)","Servaes de Koninck"
2721,"*[[Marek Kopelent]] (1932–2023)","Marek Kopelent"
2722,"*[[Anders Koppel]] (born 1947)","Anders Koppel"
2723,"*[[Herman David Koppel]] (1908–1998)","Herman David Koppel"
2724,"*[[Karel Blažej Kopřiva]] (1756–1785)","Karel Blažej Kopřiva"
2725,"*[[Václav Jan Kopřiva]] (Urtica) (1708–1789)","Václav Jan Kopřiva"
2726,"*[[Nikolai Korndorf]] (1947–2001)","Nikolai Korndorf"
2727,"*[[Erich Wolfgang Korngold]] (1897–1957)","Erich Wolfgang Korngold"
2728,"*[[Viktor Kosenko]] (1896–1938)","Viktor Kosenko"
2729,"*[[Hans Kotter]] (c. 1485 – 1541)","Hans Kotter"
2730,"*[[Jason Kouchak]] (born 1967)","Jason Kouchak"
2731,"*[[Serge Koussevitzky]] (1874–1951)","Serge Koussevitzky"
2732,"*[[Leopold Kozeluch]] (1747–1818)","Leopold Kozeluch"
2733,"*[[Marjan Kozina]] (1907–1965)","Marjan Kozina"
2734,"*[[Antonín Kraft]] (c. 1749 – 1820)","Antonín Kraft"
2735,"*[[William Kraft]] (1923–2022)","William Kraft"
2736,"*[[Mathilde Kralik]] (1857–1944)","Mathilde Kralik"
2737,"*[[Hans Krása]] (1899–1944)","Hans Krása"
2738,"*[[Joseph Martin Kraus]] (1756–1792)","Joseph Martin Kraus"
2739,"*[[Veronika Krausas]] (born 1962)","Veronika Krausas"
2740,"*[[Jaroslav Krček]] (born 1939)","Jaroslav Krček"
2741,"*[[Johann Ludwig Krebs]] (1713–1780)","Johann Ludwig Krebs"
2742,"*[[Johann Tobias Krebs]] (1690–1762)","Johann Tobias Krebs"
2743,"*[[Fritz Kreisler]] (1875–1962)","Fritz Kreisler"
2744,"*[[Ernst Krenek]] (1900–1991)","Ernst Krenek"
2745,"*[[Franz Krenn]] (1818–1897)","Franz Krenn"
2746,"*[[Conradin Kreutzer]] (1780–1849)","Conradin Kreutzer"
2747,"*[[Rodolphe Kreutzer]] (1766–1831)","Rodolphe Kreutzer"
2748,"*[[Adam Krieger]] (1634–1666)","Adam Krieger"
2749,"*[[Johann Philipp Krieger]] (1649–1725)","Johann Philipp Krieger"
2750,"*[[Johann Krieger]] (1651–1735)","Johann Krieger"
2751,"*[[Rohan Kriwaczek]] (born 1968)","Rohan Kriwaczek"
2752,"*[[Franz Krommer]] (1759–1831)","Franz Krommer"
2753,"*[[Jean-Baptiste Krumpholz]] (1742–1790)","Jean-Baptiste Krumpholz"
2754,"*[[Gail Kubik]] (1914–1984)","Gail Kubik"
2755,"*[[Jan Křtitel Kuchař]] (1751–1829)","Jan Křtitel Kuchař"
2756,"*[[Friedrich Wilhelm Kücken]] (1810–1882)","Friedrich Wilhelm Kücken"
2757,"*[[Joseph Küffner]] (1776–1856)","Joseph Küffner"
2758,"*[[Friedrich Kuhlau]] (1786–1832)","Friedrich Kuhlau"
2759,"*[[Johann Kuhnau]] (1660–1722)","Johann Kuhnau"
2760,"*[[Gerd Kühr]] (born 1952)","Gerd Kühr"
2761,"*[[August Kühnel]] (1645 – c. 1700)","August Kühnel"
2762,"*[[Jarosław Kukulski]] (1944–2010)","Jarosław Kukulski"
2763,"*[[Theodor Kullak]] (1818–1882)","Theodor Kullak"
2764,"*[[Eduard Künneke]] (1885–1953)","Eduard Künneke"
2765,"*[[Andreas Kunstein]] (born 1967)","Andreas Kunstein"
2766,"*[[F.L.Æ. Kunzen|Friedrich Ludwig Aemilius Kunzen]] (1761–1817)","F.L.Æ. Kunzen"
2767,"*[[Robert Kurka]] (1921–1957)","Robert Kurka"
2768,"*[[Karol Kurpiński]] (1785–1857)","Karol Kurpiński"
2769,"*[[György Kurtág]] (born 1926)","György Kurtág"
2770,"*[[Siegfried Kurz]] (1930–2023)","Siegfried Kurz"
2771,"*[[Johann Sigismund Kusser]] (1660–1727)","Johann Sigismund Kusser"
2772,"*[[Toivo Kuula]] (1883–1918)","Toivo Kuula"
2773,"*[[Elisabeth Kuyper]] (1877–1953)","Elisabeth Kuyper"
2774,"*[[Larysa Kuzmenko]] (born 1956)","Larysa Kuzmenko"
2775,"*[[Otomar Kvěch]] (1950–2018)","Otomar Kvěch"
2776,"*[[Kashan Admani]] (born 1979)","Kashan Admani"
2777,"*[[Michel de La Barre]] (c. 1675 – 1745)","Michel de La Barre"
2778,"*[[Louis de La Coste]] (c. 1675 – c. 1750)","Louis de La Coste"
2779,"*[[Adrien de La Fage]] (1801–1862)","Adrien de La Fage"
2780,"*[[Nicolas de La Grotte]] (1530 – c. 1600)","Nicolas de La Grotte"
2781,"*[[Élisabeth Jacquet de La Guerre]] (1659–1729)","Élisabeth Jacquet de La Guerre"
2782,"*[[George de La Hèle]] (1547–1586)","George de La Hèle"
2783,"*[[Alfred La Liberté]] (1882–1952)","Alfred La Liberté"
2784,"*[[John La Montaine]] (1920–2013)","John La Montaine"
2785,"*[[Frank La Rocca]] (born 1951)","Frank La Rocca"
2786,"*[[Pierre de La Rue]] (c. 1452 – 1518)","Pierre de La Rue"
2787,"*[[Théodore Labarre]] (1805–1870)","Théodore Labarre"
2788,"*[[Marcel Labey]] (1875–1968)","Marcel Labey"
2789,"*[[Helmut Lachenmann]] (born 1935)","Helmut Lachenmann"
2790,"*[[Carl Lachmund]] (1853–1928)","Carl Lachmund"
2791,"*[[Franz Lachner|Franz Paul Lachner]] (1803–1890)","Franz Lachner"
2792,"*[[Ignaz Lachner]] (1807–1895)","Ignaz Lachner"
2793,"*[[Ludwig Wenzel Lachnith]] (1746–1820)","Ludwig Wenzel Lachnith"
2794,"*[[Louis Lacombe]] (1818–1884)","Louis Lacombe"
2795,"*[[Paul Lacome]] (1838–1920)<!--dates given elsewhere as 1837–1927-->","Paul Lacome"
2796,"*[[Bernard Germain de Lacépède|Bernard Germain Étienne de la Ville, Comte de Lacépède]] (1756–1825)","Bernard Germain de Lacépède"
2797,"*[[Ezra Laderman]] (1924–2015)","Ezra Laderman"
2798,"*[[Paul Ladmirault]] (1877–1944)","Paul Ladmirault"
2799,"*[[Lori Laitman]] (born 1955)","Lori Laitman"
2800,"*[[László Lajtha]] (1892–1963)","László Lajtha"
2801,"*[[Édouard Lalo]] (1823–1892)","Édouard Lalo"
2802,"*[[José Ángel Lamas]] (1775–1814)","José Ángel Lamas"
2803,"*[[Joseph Lamb (composer)|Joseph Lamb]] (1887–1960)","Joseph Lamb (composer)"
2804,"*[[Walter Lambe]] (c. 1450 – after 1504)","Walter Lambe"
2805,"*[[Charles Lucien Lambert]] (1828–1896)","Charles Lucien Lambert"
2806,"*[[Constant Lambert]] (1905–1951)","Constant Lambert"
2807,"*[[Michel Lambert]] (1610–1696)","Michel Lambert"
2808,"*[[Joan Lamote de Grignon]] (1872–1949)","Joan Lamote de Grignon"
2809,"*[[Ricard Lamote de Grignon]] (1899–1962)","Ricard Lamote de Grignon"
2810,"*[[Georges Lamothe]] (1842–1894)","Georges Lamothe"
2811,"*[[John Frederick Lampe]] (1703–1751)","John Frederick Lampe"
2812,"*[[John Lanchbery]] (1923–2003)","John Lanchbery"
2813,"*[[Siegfried Landau]] (1921–2007)","Siegfried Landau"
2814,"*[[Stefano Landi]] (1586/1587–1639)","Stefano Landi"
2815,"*[[Francesco Landini]] (c. 1325/1335–1397)","Francesco Landini"
2816,"*[[Marcel Landowski]] (1915–1999)","Marcel Landowski"
2817,"*[[Guillaume Landré]] (1905–1968)","Guillaume Landré"
2818,"*[[Lutz Landwehr von Pragenau]] (born 1963)","Lutz Landwehr von Pragenau"
2819,"*[[Benjamin Johnson Lang]] (1837–1909)","Benjamin Johnson Lang"
2820,"*[[Bernhard Lang]] (born 1957)","Bernhard Lang"
2821,"*[[David Lang (composer)|David Lang]] (born 1957)","David Lang (composer)"
2822,"*[[Hans Lang (German composer)|Hans Lang]] (1897–1968)","Hans Lang (German composer)"
2823,"*[[Hans Lang (Austrian composer)|Hans Lang]] (1908–1992)","Hans Lang (Austrian composer)"
2824,"*[[István Láng]] (1933–2023)","István Láng"
2825,"*[[Klaus Lang]] (born 1971)","Klaus Lang"
2826,"*[[Margaret Ruthven Lang]] (1867–1972)","Margaret Ruthven Lang"
2827,"*[[Peter Erasmus Lange-Müller]] (1850–1926)","Peter Erasmus Lange-Müller"
2828,"*[[Rued Langgaard]] (1893–1952)","Rued Langgaard"
2829,"*[[Jean Langlais]] (1907–1991)","Jean Langlais"
2830,"*[[Honoré Langlé]] (1741–1807)","Honoré Langlé"
2831,"*[[Nicholas Lanier]] (1588–1666)","Nicholas Lanier"
2832,"*[[Joseph Lanner]] (1801–1843)","Joseph Lanner"
2833,"*[[Colinet de Lannoy]] (fl. from 1476; died c. 1497)","Colinet de Lannoy"
2834,"*[[Daniel Lanois]] (born 1951)","Daniel Lanois"
2835,"*[[Paul Lansky]] (born 1944)","Paul Lansky"
2836,"*[[Arnold de Lantins]] (fl. 1423–1432)","Arnold de Lantins"
2837,"*[[Hugo de Lantins]] (fl. c. 1420–1430)","Hugo de Lantins"
2838,"<!--*[[Raimond Lap]] (born 1959)-->","Raimond Lap"
2839,"*[[André Laporte]] (born 1931)","André Laporte"
2840,"*[[Isidore de Lara]] (1858–1935)","Isidore de Lara"
2841,"*[[Thomas Larcher]] (born 1963)","Thomas Larcher"
2842,"*[[John F. Larchet]] (1884–1967)","John F. Larchet"
2843,"*[[Patrick Larley]] (born 1951)","Patrick Larley"
2844,"*[[Libby Larsen]] (born 1950)","Libby Larsen"
2845,"*[[Lars-Erik Larsson]] (1908–1986)","Lars-Erik Larsson"
2846,"*[[Eduard Lassen]] (1830–1904)","Eduard Lassen"
2847,"*[[Orlande de Lassus]] (c. 1532 – 1594)","Orlande de Lassus"
2848,"*[[Faustas Latėnas]] (1956–2020)","Faustas Latėnas"
2849,"*[[William P. Latham]] (1917–2004)","William P. Latham"
2850,"*[[Gaetano Latilla]] (1711–1788)","Gaetano Latilla"
2851,"*[[Jean de Latre]] (Delattre) (c. 1505/1510–1569)","Jean de Latre"
2852,"*[[Felice Lattuada]] (1882–1962)","Felice Lattuada"
2853,"*[[Ken Lauber]] (born 1941)","Ken Lauber"
2854,"*[[Wolff Jakob Lauffensteiner]] (1676–1754)","Wolff Jakob Lauffensteiner"
2855,"*[[Armas Launis]] (1884–1959)","Armas Launis"
2856,"*[[Morten Lauridsen]] (born 1943)","Morten Lauridsen"
2857,"*[[Franz Lauska]] (1764–1825)","Franz Lauska"
2858,"*[[Elodie Lauten]] (1950–2014)","Elodie Lauten"
2859,"*[[Angelo Francesco Lavagnino]] (1909–1987)","Angelo Francesco Lavagnino"
2860,"*[[Calixa Lavallée]] (1842–1891)","Calixa Lavallée"
2861,"*[[Nikolaos Lavdas]] (1879–1940)","Nikolaos Lavdas"
2862,"*[[Lewis Henry Lavenu]] (1818–1859)","Lewis Henry Lavenu"
2863,"*[[Célestin Lavigueur]] (1831–1885)","Célestin Lavigueur"
2864,"*[[Mario Lavista]] (1943–2021)","Mario Lavista"
2865,"*[[Marc Lavry]] (1903–1967)","Marc Lavry"
2866,"*[[Henry Lawes]] (1595–1662)","Henry Lawes"
2867,"*[[William Lawes]] (1602–1645)","William Lawes"
2868,"*[[Donald Lawrence]] (born 1961)","Donald Lawrence"
2869,"*[[Francesco de Layolle]] (1492 – c. 1540)","Francesco de Layolle"
