refString,fstName,midNames,lstName,fullName,origLangName,currGender,dobYgr,dobMgr,dobDgr,dobFlag
https://en.wikipedia.org/w/index.php?title=Mykola_Leontovych&oldid=1224552062,Mykola,,Leontovych,Mykola Leontovych,,,1921,1,3,b.
"https://en.wikipedia.org/w/index.php?title=Leopold_I,_Holy_Roman_Emperor&oldid=1226819928",Leopold,,I,"Leopold I, Holy Roman Emperor",,,1660,,,c.
https://en.wikipedia.org/w/index.php?title=Wassili_Leps&oldid=1204816320,Wassili,,Leps,Wassili Leps,,,1870,5,12,b.
https://en.wikipedia.org/w/index.php?title=Fred_Lerdahl&oldid=1225171744,Fred,,Lerdahl,Fred Lerdahl,,,1943,3,10,b.
https://en.wikipedia.org/w/index.php?title=Xavier_Leroux&oldid=1224313232,Xavier,,Leroux,Xavier Leroux,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Theodor_Leschetizky&oldid=1203739299,Theodor,,Leschetizky,Theodor Leschetizky,,,1830,6,22,b.
https://en.wikipedia.org/w/index.php?title=Henry_David_Leslie&oldid=1219966318,Henry,,Leslie,Henry David Leslie,,,1822,6,18,b.
https://en.wikipedia.org/w/index.php?title=Franciszek_Lessel&oldid=1216981750,Franciszek,,Lessel,Franciszek Lessel,,,1780,,,b.
https://en.wikipedia.org/w/index.php?title=Oscar_Levant&oldid=1227997459,Oscar,,Levant,Oscar Levant,,,1906,12,27,b.
https://en.wikipedia.org/w/index.php?title=Richard_Leveridge&oldid=1190930977,Richard,,Leveridge,Richard Leveridge,,,1710,7,19,b.
https://en.wikipedia.org/w/index.php?title=Richard_Michael_Levey&oldid=1163427477,Richard,,Levey,Richard Michael Levey,,,1811,10,25,b.
https://en.wikipedia.org/w/index.php?title=Michaël_Lévinas&oldid=1226326781,Michaël,,Lévinas,Michaël Lévinas,,,1949,4,18,b.
https://en.wikipedia.org/w/index.php?title=Marvin_David_Levy&oldid=1218351952,Marvin,,Levy,Marvin David Levy,,,1932,8,2,b.
https://en.wikipedia.org/w/index.php?title=David_Lewin&oldid=1170603509,David,,Lewin,David Lewin,,,1933,7,2,b.
https://en.wikipedia.org/w/index.php?title=Frank_Lewin&oldid=1209327448,Frank,,Lewin,Frank Lewin,,,1925,3,27,b.
https://en.wikipedia.org/w/index.php?title=Andrew_Lewis_(composer)&oldid=1192658887,Andrew,,Lewis,Andrew Lewis (composer),,,,,,b.
https://en.wikipedia.org/w/index.php?title=Jeffrey_Lewis_(composer)&oldid=1184166898,Jeffrey,,Lewis,Jeffrey Lewis (composer),,,1942,11,28,b.
https://en.wikipedia.org/w/index.php?title=Ignace_Leybach&oldid=1227005365,Ignace,,Leybach,Ignace Leybach,,,1817,7,17,b.
https://en.wikipedia.org/w/index.php?title=Georg_Dietrich_Leyding&oldid=1217478478,Georg,,Leyding,Georg Dietrich Leyding,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Ulrich_Leyendecker&oldid=1080589603,Ulrich,,Leyendecker,Ulrich Leyendecker,,,1946,1,29,b.
https://en.wikipedia.org/w/index.php?title=Jean_l'Héritier&oldid=1218503017,Jean,,l'Héritier,Jean l'Héritier,,,1480,,,c.
https://en.wikipedia.org/w/index.php?title=Fran_Lhotka&oldid=1227598286,Fran,,Lhotka,Fran Lhotka,,,1883,12,25,b.
https://en.wikipedia.org/w/index.php?title=Reginaldus_Libert&oldid=1218503003,Reginaldus,,Libert,Reginaldus Libert,,,1425,,,c.
https://en.wikipedia.org/w/index.php?title=Heinrich_Lichner&oldid=1133828964,Heinrich,,Lichner,Heinrich Lichner,,,1829,3,6,b.
https://en.wikipedia.org/w/index.php?title=Johann_Georg_Lickl&oldid=1227362853,Johann,,Lickl,Johann Georg Lickl,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Cristiano_Giuseppe_Lidarti&oldid=1220878836,Cristiano,,Lidarti,Cristiano Giuseppe Lidarti,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Jorge_Liderman&oldid=1221261371,Jorge,,Liderman,Jorge Liderman,,,1957,11,16,b.
https://en.wikipedia.org/w/index.php?title=Ingvar_Lidholm&oldid=1221147027,Ingvar,,Lidholm,Ingvar Lidholm,,,1921,2,24,b.
https://en.wikipedia.org/w/index.php?title=Lowell_Liebermann&oldid=1222144417,Lowell,,Liebermann,Lowell Liebermann,,,1961,2,22,b.
https://en.wikipedia.org/w/index.php?title=Peter_Lieberson&oldid=1219631977,Peter,,Lieberson,Peter Lieberson,,,1946,10,25,b.
https://en.wikipedia.org/w/index.php?title=Rolf_Liebermann&oldid=1220382111,Rolf,,Liebermann,Rolf Liebermann,,,1910,9,14,b.
https://en.wikipedia.org/w/index.php?title=Clement_Liebert&oldid=1189636545,Clement,,Liebert,Clement Liebert,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Thurlow_Lieurance&oldid=1144615471,Thurlow,,Lieurance,Thurlow Lieurance,,,1878,3,21,b.
https://en.wikipedia.org/w/index.php?title=György_Ligeti&oldid=1226143409,György,,Ligeti,György Ligeti,,,1984,5,28,b.
https://en.wikipedia.org/w/index.php?title=Douglas_Lilburn&oldid=1216995886,Douglas,,Lilburn,Douglas Lilburn,,,1915,11,2,b.
https://en.wikipedia.org/w/index.php?title=Ingemar_Liljefors&oldid=1216985524,Ingemar,,Liljefors,Ingemar Liljefors,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Ruben_Liljefors&oldid=1216806892,Ruben,,Liljefors,Ruben Liljefors,,,1871,9,30,b.
https://en.wikipedia.org/w/index.php?title=Giuseppe_Lillo&oldid=1223662293,Giuseppe,,Lillo,Giuseppe Lillo,,,1814,2,26,b.
https://en.wikipedia.org/w/index.php?title=Liza_Lim&oldid=1212307427,Liza,,Lim,Liza Lim,,,1966,8,30,b.
https://en.wikipedia.org/w/index.php?title=Johannes_de_Limburgia&oldid=1218215037,Johannes,,Limburgia,Johannes de Limburgia,,,1430,,,c.
https://en.wikipedia.org/w/index.php?title=Limenius&oldid=1209738412,Limenius,,Limenius,Limenius,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Armand_Limnander&oldid=1217658486,Armand,,Limnander,Armand Limnander,,,1814,5,22,b.
https://en.wikipedia.org/w/index.php?title=Paul_Lincke&oldid=1189530100,Paul,,Lincke,Paul Lincke,,,1866,11,7,b.
https://en.wikipedia.org/w/index.php?title=Magnus_Lindberg&oldid=1203709895,Magnus,,Lindberg,Magnus Lindberg,,,1958,6,27,b.
https://en.wikipedia.org/w/index.php?title=Nils_Lindberg&oldid=1216989509,Nils,,Lindberg,Nils Lindberg,,,1933,6,11,b.
https://en.wikipedia.org/w/index.php?title=Oskar_Lindberg_(composer)&oldid=1227174698,Oskar,,Lindberg,Oskar Lindberg (composer),,,1887,2,23,b.
https://en.wikipedia.org/w/index.php?title=Adolf_Fredrik_Lindblad&oldid=1165189039,Adolf,,Lindblad,Adolf Fredrik Lindblad,,,1801,2,1,b.
https://en.wikipedia.org/w/index.php?title=Otto_Lindblad&oldid=1206532261,Otto,,Lindblad,Otto Lindblad,,,1809,3,31,b.
https://en.wikipedia.org/w/index.php?title=Bo_Linde&oldid=1180549385,Bo,,Linde,Bo Linde,,,1933,1,1,b.
https://en.wikipedia.org/w/index.php?title=Hans-Martin_Linde&oldid=1228077450,Hans-Martin,,Linde,Hans-Martin Linde,,,1930,5,24,b.
https://en.wikipedia.org/w/index.php?title=Pär_Lindgren&oldid=1172501806,Pär,,Lindgren,Pär Lindgren,,,1952,1,16,b.
https://en.wikipedia.org/w/index.php?title=Eugen_Lindner&oldid=1218351158,Eugen,,Lindner,Eugen Lindner,,,1858,12,11,b.
https://en.wikipedia.org/w/index.php?title=Peter_Josef_von_Lindpaintner&oldid=1218351017,Peter,,Lindpaintner,Peter Josef von Lindpaintner,,,1791,12,8,b.
https://en.wikipedia.org/w/index.php?title=Jukka_Linkola&oldid=1218362867,Jukka,,Linkola,Jukka Linkola,,,1955,7,21,b.
https://en.wikipedia.org/w/index.php?title=Thomas_Linley_the_elder&oldid=1224455275,Thomas,,elder,Thomas Linley the elder,,,1733,1,17,b.
https://en.wikipedia.org/w/index.php?title=Thomas_Linley_the_younger&oldid=1224455707,Thomas,,younger,Thomas Linley the younger,,,1756,5,7,b.
https://en.wikipedia.org/w/index.php?title=George_Linley&oldid=1224940648,George,,Linley,George Linley,,,1797,12,27,b.
https://en.wikipedia.org/w/index.php?title=George_Linstead&oldid=1224260141,George,,Linstead,George Linstead,,,1908,1,24,b.
https://en.wikipedia.org/w/index.php?title=Guy_de_Lioncourt&oldid=1109143073,Guy,,Lioncourt,Guy de Lioncourt,,,1885,12,1,b.
https://en.wikipedia.org/w/index.php?title=Karol_Lipiński&oldid=1226653239,Karol,,Lipiński,Karol Lipiński,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Marijan_Lipovšek&oldid=1216799789,Marijan,,Lipovšek,Marijan Lipovšek,,,1910,1,26,b.
https://en.wikipedia.org/w/index.php?title=Vatroslav_Lisinski&oldid=1216995049,Vatroslav,,Lisinski,Vatroslav Lisinski,,,1819,7,8,b.
https://en.wikipedia.org/w/index.php?title=Claude_Joseph_Rouget_de_Lisle&oldid=1227679721,Claude,,de Lisle,Claude Joseph Rouget de Lisle,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Franz_Liszt&oldid=1228458393,Franz,,Liszt,Franz Liszt,,,1811,10,22,b.
https://en.wikipedia.org/w/index.php?title=Gaston_Litaize&oldid=1224992186,Gaston,,Litaize,Gaston Litaize,,,1909,8,11,b.
https://en.wikipedia.org/w/index.php?title=Antonio_de_Literes&oldid=1218346634,Antonio,,Literes,Antonio de Literes,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Henry_Litolff&oldid=1219060863,Henry,,Litolff,Henry Litolff,,,1818,2,6,b.
https://en.wikipedia.org/w/index.php?title=Giulio_Litta&oldid=1218350186,Giulio,,Litta,Giulio Litta,,,1822,,,b.
https://en.wikipedia.org/w/index.php?title=Ricardo_Llorca&oldid=1223958972,Ricardo,,Llorca,Ricardo Llorca,,,1958,,,b.
https://en.wikipedia.org/w/index.php?title=George_Lloyd_(composer)&oldid=1224578043,George,,Lloyd,George Lloyd (composer),,,1913,6,28,b.
https://en.wikipedia.org/w/index.php?title=Andrew_Lloyd_Webber&oldid=1228381998,Andrew,,Lloyd Webber,Andrew Lloyd Webber,,,1948,3,22,b.
https://en.wikipedia.org/w/index.php?title=William_Lloyd_Webber&oldid=1224019519,William,,Lloyd Webber,William Lloyd Webber,,,1914,3,11,b.
https://en.wikipedia.org/w/index.php?title=Johann_Christian_Lobe&oldid=1121783697,Johann,,Lobe,Johann Christian Lobe,,,1797,5,30,b.
https://en.wikipedia.org/w/index.php?title=Alonso_Lobo&oldid=1218502554,Alonso,,Lobo,Alonso Lobo,,,1555,2,25,b.
https://en.wikipedia.org/w/index.php?title=Duarte_Lobo&oldid=1214449817,Duarte,,Lobo,Duarte Lobo,,,1565,,,c.
https://en.wikipedia.org/w/index.php?title=Elias_Álvares_Lobo&oldid=1218215084,Elias,,Lobo,Elias Álvares Lobo,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Pietro_Locatelli&oldid=1217529979,Pietro,,Locatelli,Pietro Locatelli,,,1695,9,3,b.
https://en.wikipedia.org/w/index.php?title=Matthew_Locke_(composer)&oldid=1214299845,Matthew,,Locke,Matthew Locke (composer),,,1621,,,c.
https://en.wikipedia.org/w/index.php?title=Dan_Locklair&oldid=1122639987,Dan,,Locklair,Dan Locklair,,,1949,,,b.
https://en.wikipedia.org/w/index.php?title=Normand_Lockwood&oldid=1152477938,Normand,,Lockwood,Normand Lockwood,,,1906,3,19,b.
https://en.wikipedia.org/w/index.php?title=Edward_Loder&oldid=1218347347,Edward,,Loder,Edward Loder,,,1809,7,10,b.
https://en.wikipedia.org/w/index.php?title=George_Loder&oldid=1219882899,George,,Loder,George Loder,,,1816,,,b.
https://en.wikipedia.org/w/index.php?title=Charles_Martin_Loeffler&oldid=1224777119,Charles,,Loeffler,Charles Martin Loeffler,,,1861,1,30,b.
https://en.wikipedia.org/w/index.php?title=Jacques_Loeillet&oldid=931092601,Jacques,,Loeillet,Jacques Loeillet,,,1685,,,b.
https://en.wikipedia.org/w/index.php?title=Jean_Baptiste_Loeillet_of_Ghent&oldid=1143089668,Jean,,Ghent,Jean Baptiste Loeillet of Ghent,,,1720,,,c.
https://en.wikipedia.org/w/index.php?title=Jean-Baptiste_Loeillet_of_London&oldid=1213341547,Jean-Baptiste,,London,Jean-Baptiste Loeillet of London,,,1680,11,18,b.
https://en.wikipedia.org/w/index.php?title=Frank_Loesser&oldid=1221503600,Frank,,Loesser,Frank Loesser,,,1894,8,26,b.
https://en.wikipedia.org/w/index.php?title=Theo_Loevendie&oldid=1154592849,Theo,,Loevendie,Theo Loevendie,,,1930,9,17,b.
https://en.wikipedia.org/w/index.php?title=Carl_Loewe&oldid=1225439109,Carl,,Loewe,Carl Loewe,,,1796,11,30,b.
https://en.wikipedia.org/w/index.php?title=Nicola_Bonifacio_Logroscino&oldid=375786902,Nicola,,Logroscino,Nicola Bonifacio Logroscino,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Martin_Lohse&oldid=1176858942,Martin,,Lohse,Martin Lohse,,,1971,5,29,b.
https://en.wikipedia.org/w/index.php?title=Otto_Lohse&oldid=1214419866,Otto,,Lohse,Otto Lohse,,,1859,9,21,b.
https://en.wikipedia.org/w/index.php?title=Hannibal_Lokumbe&oldid=1205968394,Hannibal,,Lokumbe,Hannibal Lokumbe,,,1948,11,11,b.
https://en.wikipedia.org/w/index.php?title=Antonio_Lolli&oldid=1216987147,Antonio,,Lolli,Antonio Lolli,,,1725,,,c.
https://en.wikipedia.org/w/index.php?title=Ruth_Lomon&oldid=1224830114,Ruth,,Lomon,Ruth Lomon,,,1930,11,7,b.
https://en.wikipedia.org/w/index.php?title=Alessandro_Longo&oldid=1170384131,Alessandro,,Longo,Alessandro Longo,,,1864,12,31,b.
https://en.wikipedia.org/w/index.php?title=Paolo_Longo&oldid=1182748983,Paolo,,Longo,Paolo Longo,,,1967,10,30,b.
https://en.wikipedia.org/w/index.php?title=Antoine_de_Longueval&oldid=1218503021,Antoine,,Longueval,Antoine de Longueval,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Harvey_Worthington_Loomis&oldid=1065350213,Harvey,,Loomis,Harvey Worthington Loomis,,,1865,2,5,b.
https://en.wikipedia.org/w/index.php?title=Fernando_Lopes-Graça&oldid=1217868301,Fernando,,Lopes-Graça,Fernando Lopes-Graça,,,1906,12,17,b.
https://en.wikipedia.org/w/index.php?title=Francisco_López_Capillas&oldid=1191146525,Francisco,,Capillas,Francisco López Capillas,,,1608,,,b.
https://en.wikipedia.org/w/index.php?title=Estêvão_Lopes_Morago&oldid=1218002795,Estêvão,,Morago,Estêvão Lopes Morago,,,1575,,,c.
https://en.wikipedia.org/w/index.php?title=Jimmy_López_Bellido&oldid=1214949654,Jimmy,,Bellido,Jimmy López Bellido,,,1978,10,21,b.
https://en.wikipedia.org/w/index.php?title=Richard_Loqueville&oldid=1158182936,Richard,,Loqueville,Richard Loqueville,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Bent_Lorentzen&oldid=1221134981,Bent,,Lorentzen,Bent Lorentzen,,,1935,2,11,b.
https://en.wikipedia.org/w/index.php?title=Paolo_Lorenzani&oldid=1086249040,Paolo,,Lorenzani,Paolo Lorenzani,,,1640,1,5,b.
https://en.wikipedia.org/w/index.php?title=Oscar_Lorenzo_Fernández&oldid=1218214123,Oscar,,Fernández,Oscar Lorenzo Fernández,,,1897,11,4,b.
https://en.wikipedia.org/w/index.php?title=Albert_Lortzing&oldid=1219938499,Albert,,Lortzing,Albert Lortzing,,,1801,10,23,b.
https://en.wikipedia.org/w/index.php?title=Francisco_Losada&oldid=1086357448,Francisco,,Losada,Francisco Losada,,,1612,,,c.
https://en.wikipedia.org/w/index.php?title=Jan_Antonín_Losy&oldid=1223856286,Jan,,Losy,Jan Antonín Losy,,,1650,,,c.
https://en.wikipedia.org/w/index.php?title=Mark_Lothar&oldid=1185600918,Mark,,Lothar,Mark Lothar,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Antonio_Lotti&oldid=1225017027,Antonio,,Lotti,Antonio Lotti,,,1667,1,5,b.
https://en.wikipedia.org/w/index.php?title=Ivana_Loudová&oldid=1227593579,Ivana,,Loudová,Ivana Loudová,,,1941,3,8,b.
https://en.wikipedia.org/w/index.php?title=Alexina_Louie&oldid=1218501246,Alexina,,Louie,Alexina Louie,,,1949,7,30,b.
https://en.wikipedia.org/w/index.php?title=Arthur_Lourié&oldid=1226954439,Arthur,,Lourié,Arthur Lourié,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Samuel_Lover&oldid=1218349239,Samuel,,Lover,Samuel Lover,,,1797,2,24,b.
https://en.wikipedia.org/w/index.php?title=Adriano_Lualdi&oldid=1218350334,Adriano,,Lualdi,Adriano Lualdi,,,1885,3,22,b.
https://en.wikipedia.org/w/index.php?title=Bertram_Luard-Selby&oldid=1188454340,Bertram,,Luard-Selby,Bertram Luard-Selby,,,1853,2,12,b.
https://en.wikipedia.org/w/index.php?title=Vincent_Lübeck&oldid=1217478518,Vincent,,Lübeck,Vincent Lübeck,,,1654,9,,c.
https://en.wikipedia.org/w/index.php?title=Charles_Lucas_(musician)&oldid=1227933134,Charles,,Lucas,Charles Lucas (musician),,,1808,7,28,b.
https://en.wikipedia.org/w/index.php?title=Clarence_Lucas&oldid=1223711846,Clarence,,Lucas,Clarence Lucas,,,1866,10,19,b.
https://en.wikipedia.org/w/index.php?title=Leighton_Lucas&oldid=1225378108,Leighton,,Lucas,Leighton Lucas,,,1903,1,5,b.
https://en.wikipedia.org/w/index.php?title=Arjen_Lucassen&oldid=1227578054,Arjen,,Lucassen,Arjen Lucassen,,,1960,4,3,b.
https://en.wikipedia.org/w/index.php?title=Andrea_Luchesi&oldid=1218350189,Andrea,,Luchesi,Andrea Luchesi,,,1775,12,11,b.
https://en.wikipedia.org/w/index.php?title=Alvin_Lucier&oldid=1221582116,Alvin,,Lucier,Alvin Lucier,,,1931,5,14,b.
https://en.wikipedia.org/w/index.php?title=Arno_Lücker&oldid=1121619849,Arno,,Lücker,Arno Lücker,,,1979,4,14,b.
https://en.wikipedia.org/w/index.php?title=Nicholas_Ludford&oldid=1218502891,Nicholas,,Ludford,Nicholas Ludford,,,1485,,,c.
https://en.wikipedia.org/w/index.php?title=Otto_Luening&oldid=1207269048,Otto,,Luening,Otto Luening,,,1900,6,15,b.
https://en.wikipedia.org/w/index.php?title=Alexandre_Luigini&oldid=1224504090,Alexandre,,Luigini,Alexandre Luigini,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Ivan_Lukačić&oldid=1146200267,Ivan,,Lukačić,Ivan Lukačić,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Zdeněk_Lukáš&oldid=1227593576,Zdeněk,,Lukáš,Zdeněk Lukáš,,,1928,8,21,b.
https://en.wikipedia.org/w/index.php?title=Giovanni_Lorenzo_Lulier&oldid=1086248176,Giovanni,,Lulier,Giovanni Lorenzo Lulier,,,1662,,,c.
https://en.wikipedia.org/w/index.php?title=Jean-Baptiste_Lully&oldid=1228160433,Jean-Baptiste,,Lully,Jean-Baptiste Lully,,,1632,11,28,b.
https://en.wikipedia.org/w/index.php?title=Jean-Louis_Lully&oldid=1220922510,Jean-Louis,,Lully,Jean-Louis Lully,,,1667,9,24,b.
https://en.wikipedia.org/w/index.php?title=Louis_Lully&oldid=1228160877,Louis,,Lully,Louis Lully,,,1664,8,4,b.
https://en.wikipedia.org/w/index.php?title=Hans_Christian_Lumbye&oldid=1223064377,Hans,,Lumbye,Hans Christian Lumbye,,,1810,5,2,b.
https://en.wikipedia.org/w/index.php?title=Johannes_Lupi&oldid=990019176,Johannes,,Lupi,Johannes Lupi,,,1506,,,c.
https://en.wikipedia.org/w/index.php?title=Ambrose_Lupo&oldid=1213340041,Ambrose,,Lupo,Ambrose Lupo,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Thomas_Lupo_the_elder&oldid=1218502438,Thomas,,elder,Thomas Lupo the elder,,,1620,,,c.
https://en.wikipedia.org/w/index.php?title=Filippo_de_Lurano&oldid=1218503493,Filippo,,Lurano,Filippo de Lurano,,,1475,,,c.
https://en.wikipedia.org/w/index.php?title=Vicente_Lusitano&oldid=1217579590,Vicente,,Lusitano,Vicente Lusitano,,,1520,,,c.
https://en.wikipedia.org/w/index.php?title=Witold_Lutosławski&oldid=1222114706,Witold,,Lutosławski,Witold Lutosławski,,,1913,1,25,b.
https://en.wikipedia.org/w/index.php?title=Elisabeth_Lutyens&oldid=1220893872,Elisabeth,,Lutyens,Elisabeth Lutyens,,,1906,7,9,b.
https://en.wikipedia.org/w/index.php?title=Meyer_Lutz&oldid=1220424675,Meyer,,Lutz,Meyer Lutz,,,1829,5,19,b.
https://en.wikipedia.org/w/index.php?title=Arkady_Luxemburg&oldid=1167370239,Arkady,,Luxemburg,Arkady Luxemburg,,,1939,3,15,b.
https://en.wikipedia.org/w/index.php?title=Carolus_Luython&oldid=1198304089,Carolus,,Luython,Carolus Luython,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Luzzasco_Luzzaschi&oldid=1218503695,Luzzasco,,Luzzaschi,Luzzasco Luzzaschi,,,1545,,,c.
https://en.wikipedia.org/w/index.php?title=Alexei_Lvov&oldid=1225286186,Alexei,,Lvov,Alexei Lvov,,,1798,6,5,b.
https://en.wikipedia.org/w/index.php?title=Anatoly_Lyadov&oldid=1226525012,Anatoly,,Lyadov,Anatoly Lyadov,,,1855,5,12,b.
https://en.wikipedia.org/w/index.php?title=Sergei_Lyapunov&oldid=1216981973,Sergei,,Lyapunov,Sergei Lyapunov,,,1859,11,30,b.
https://en.wikipedia.org/w/index.php?title=Borys_Lyatoshynsky&oldid=1220525165,Borys,,Lyatoshynsky,Borys Lyatoshynsky,,,1968,4,5,b.
https://en.wikipedia.org/w/index.php?title=Ralph_Lyford&oldid=1226652482,Ralph,,Lyford,Ralph Lyford,,,1882,2,22,b.
https://en.wikipedia.org/w/index.php?title=Mykola_Lysenko&oldid=1216995780,Mykola,,Lysenko,Mykola Lysenko,,,1842,3,22,b.
https://en.wikipedia.org/w/index.php?title=Stanyslav_Lyudkevych&oldid=1215838497,Stanyslav,,Lyudkevych,Stanyslav Lyudkevych,,,1879,1,24,b.
https://en.wikipedia.org/w/index.php?title=Ma_Sicong&oldid=1181048857,Ma,,Sicong,Ma Sicong,,,1912,5,7,b.
https://en.wikipedia.org/w/index.php?title=Lorin_Maazel&oldid=1225065349,Lorin,,Maazel,Lorin Maazel,,,1930,3,6,b.
https://en.wikipedia.org/w/index.php?title=Teodulo_Mabellini&oldid=1219617334,Teodulo,,Mabellini,Teodulo Mabellini,,,1817,4,2,b.
https://en.wikipedia.org/w/index.php?title=Hamish_MacCunn&oldid=1225636518,Hamish,,MacCunn,Hamish MacCunn,,,1868,3,22,b.
https://en.wikipedia.org/w/index.php?title=Edward_MacDowell&oldid=1223863882,Edward,,MacDowell,Edward MacDowell,,,1860,12,18,b.
https://en.wikipedia.org/w/index.php?title=José_Maceda&oldid=1214276371,José,,Maceda,José Maceda,,,1917,1,31,b.
https://en.wikipedia.org/w/index.php?title=Teo_Macero&oldid=1227675257,Teo,,Macero,Teo Macero,,,1925,10,30,b.
https://en.wikipedia.org/w/index.php?title=George_Alexander_Macfarren&oldid=1225548942,George,,Macfarren,George Alexander Macfarren,,,1813,3,2,b.
https://en.wikipedia.org/w/index.php?title=Walter_Cecil_Macfarren&oldid=1216977006,Walter,,Macfarren,Walter Cecil Macfarren,,,1826,8,28,b.
https://en.wikipedia.org/w/index.php?title=Manuel_Machado_(composer)&oldid=1097888971,Manuel,,Machado,Manuel Machado (composer),,,1590,,,c.
https://en.wikipedia.org/w/index.php?title=Sérgio_Machado&oldid=1222426288,Sérgio,,Machado,Sérgio Machado,,,1968,9,19,b.
https://en.wikipedia.org/w/index.php?title=Peter_Machajdík&oldid=1228088626,Peter,,Machajdík,Peter Machajdík,,,1961,6,1,b.
https://en.wikipedia.org/w/index.php?title=Guillaume_de_Machaut&oldid=1222399697,Guillaume,,Machaut,Guillaume de Machaut,,,1300,,,c.
https://en.wikipedia.org/w/index.php?title=François-Bernard_Mâche&oldid=1215810451,François-Bernard,,Mâche,François-Bernard Mâche,,,1935,4,4,b.
https://en.wikipedia.org/w/index.php?title=Le_Sieur_de_Machy&oldid=1216783288,Le,,Machy,Le Sieur de Machy,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Alexander_Mackenzie_(composer)&oldid=1215064720,Alexander,,Mackenzie,Alexander Mackenzie (composer),,,,,,b.
https://en.wikipedia.org/w/index.php?title=John_Mackey_(composer)&oldid=1198280399,John,,Mackey,John Mackey (composer),,,1973,10,1,b.
https://en.wikipedia.org/w/index.php?title=Steven_Mackey&oldid=1218171084,Steven,,Mackey,Steven Mackey,,,1956,2,14,b.
https://en.wikipedia.org/w/index.php?title=Kevin_MacLeod&oldid=1228071640,Kevin,,MacLeod,Kevin MacLeod,,,1972,,,b.
https://en.wikipedia.org/w/index.php?title=James_MacMillan&oldid=1221691130,James,,MacMillan,James MacMillan,,,1959,7,16,b.
https://en.wikipedia.org/w/index.php?title=Elizabeth_Maconchy&oldid=1225447441,Elizabeth,,Maconchy,Elizabeth Maconchy,,,1907,3,19,b.
https://en.wikipedia.org/w/index.php?title=Robin_Maconie&oldid=1216995881,Robin,,Maconie,Robin Maconie,,,1942,10,22,b.
https://en.wikipedia.org/w/index.php?title=Giovanni_de_Macque&oldid=1218001055,Giovanni,,Macque,Giovanni de Macque,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Bruno_Maderna&oldid=1215434052,Bruno,,Maderna,Bruno Maderna,,,1920,4,21,b.
https://en.wikipedia.org/w/index.php?title=Leevi_Madetoja&oldid=1218349572,Leevi,,Madetoja,Leevi Madetoja,,,1887,2,17,b.
https://en.wikipedia.org/w/index.php?title=Filipe_da_Madre_de_Deus&oldid=1168967577,Filipe,,Deus,Filipe da Madre de Deus,,,1630,,,c.
https://en.wikipedia.org/w/index.php?title=Jef_Maes&oldid=1216682504,Jef,,Maes,Jef Maes,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Filipe_de_Magalhães&oldid=1218843936,Filipe,,Magalhães,Filipe de Magalhães,,,1571,,,c.
https://en.wikipedia.org/w/index.php?title=Frederik_Magle&oldid=1223223219,Frederik,,Magle,Frederik Magle,,,1977,4,17,b.
https://en.wikipedia.org/w/index.php?title=Albéric_Magnard&oldid=1218353056,Albéric,,Magnard,Albéric Magnard,,,1865,6,9,b.
https://en.wikipedia.org/w/index.php?title=Victor_Magnien&oldid=1153276842,Victor,,Magnien,Victor Magnien,,,1802,11,21,b.
https://en.wikipedia.org/w/index.php?title=Désiré_Magnus&oldid=1180536613,Désiré,,Magnus,Désiré Magnus,,,,,,b.
https://en.wikipedia.org/w/index.php?title=Janet_Maguire&oldid=1218375224,Janet,,Maguire,Janet Maguire,,,1927,,,b.
https://en.wikipedia.org/w/index.php?title=Ernst_Mahle&oldid=1218217039,Ernst,,Mahle,Ernst Mahle,,,1929,1,3,b.
https://en.wikipedia.org/w/index.php?title=Gustav_Mahler&oldid=1226276693,Gustav,,Mahler,Gustav Mahler,,,1860,7,7,b.
https://en.wikipedia.org/w/index.php?title=Mesías_Maiguashca&oldid=1172028437,Mesías,,Maiguashca,Mesías Maiguashca,,,1938,12,24,b.
https://en.wikipedia.org/w/index.php?title=Jean_Maillard&oldid=1218503018,Jean,,Maillard,Jean Maillard,,,1515,,,c.
